DMCODE,Anlage,OEFFNUNGSZEIT,DRUCKKORREKTUR_SOLL,Heizkreis11Beginn,Heizkreis11Max,Heizkreis11Ende,Heizkreis12Beginn,Heizkreis12Max,Heizkreis12Ende,Kuehlkreis2TempBeginn,Kuehlkreis9Durchfl.Max,Kuehlkreis11Durchfl.Max,Kuehlkreis15TempMax,Kuehlkreis17Durchfl.Max,Kuehlkreis22Durchfl.Max,Kuehlkreis23Durchfl.Max,Kuehlkreis27Durchfl.Ende,Kuehlkreis28Durchfl.Beginn,Thermo5Beginn
23350680160106,N33,19059,0,631.2,658.2,656.8,611.6,655,655,203.2,3.2,3,2305:12:02,1.2,0,0.426976744,0.02,0.020761905, 
23352860180106,N33,224,0,521.8,528.2,525,521.2,529.4,524.6,347.2,58.5,74.1,5:43:55,32.7,1,0.92,0.68,0.020761905,6:18:04
23352940190106,N33,194,0,521.8,528,524.8,521.6,529,524.6,352.2,60.5,75.1,5:43:55,31.4,1,0.92,0.66,0.020761905,6:25:05
23353020190106,N33,1104,0,652,655,648.4,651,655.8,649,304.2,3.3,3.4,2305:12:02,32.4,1,0,0.68,0.020761905,5:38:02
23353070190106,N33,188,0,521.6,528,525,521.6,528.6,524.8,355.4,58.5,73.3,5:43:55,31.4,0.98,0.92,0.68,0.020761905,6:28:07
23353110190106,N33,227,0,521.6,528,524.8,521.4,528.8,524.6,352.8,57.9,72,5:43:55,31.4,0.98,0.92,0.68,0.020761905,6:24:09
23353190190106,N33,209,0,648.4,653.2,524.6,646.2,653.8,524.8,353.2,56.6,74.3,2305:12:02,32.4,1,0.92,0.68,0.020761905,6:29:03
23353220190106,N33,249,0,522,528.2,524.8,522,529,524.6,349.8,57.9,72,5:43:55,31,1,0.94,0.68,0.020761905,6:21:01
23353230190106,N33,217,0,522,528,524.8,521.6,528.8,524.6,351,59.2,75.6,5:43:55,31.2,1,0.94,0.66,0.020761905,6:23:03
23353240190106,N33,196,0,521.8,528.6,524.8,521.6,528.8,524.6,352.8,57.9,72.8,5:43:55,31.4,0.98,0.9,0.68,0.020761905,6:25:05
23353250190106,N33,186,0,521.8,528.2,524.8,521.4,529,524.6,357.6,58,74.6,5:43:55,31,1,0.92,0.66,0,6:28:07
23353260190106,N33,199,0,521.2,528.2,525,521.6,528.8,524.6,357.6,57.9,73.4,5:43:55,31.3,1,0.92,0.66,0.020761905,6:30:09
23353290190106,N33,1245,0,645.6,661.6,648.4,645.8,662.8,649.4,287.4,3.3,70.2,2305:12:02,31.4,1.02,0,0.66,0,5:18:07
23353430190106,N33,1470,0,524,529.2,524.8,523.8,531,524.8,291.2,3.4,3.4,5:43:55,31.4,1.1,0,0.68,0.020761905, 
23353460190106,N33,163,0,522.2,528,525,521.8,529,524.8,346.6,57.9,73.2,5:43:55,31.1,1,0.92,0.68,0, 
23353590190106,N33,198,0,521.6,527.8,524.8,521.6,528.6,524.6,342.8,60.5,72,5:43:55,31.5,0.98,0.92,0.68,0,6:18:04
23353620190106,N33,241,0,522,528.2,525,521.6,529,524.6,345.6,57.9,72.8,5:43:55,31.5,1,0.96,0.68,0.020761905,6:17:03
23353660190106,N33,170,0,522,527.8,524.8,521.4,528.6,524.8,355.4,55.9,70.7,5:43:55,31.5,0.96,0,0.66,0.020761905,6:23:25
23353700190106,N33,209,0,521.2,528.2,525,521.2,529.4,524.4,351,56.6,71.9,5:43:55,31.5,0.96,0.88,0.66,0.020761905,9:36:04
23353780190106,N33,196,0,521.8,528.2,524.8,521.6,529,524.4,351.6,56.6,72,5:43:55,31.3,0.96,0.9,0.66,0.020761905,6:22:07
23353880190106,N33,199,0,522,528,525,521.6,528.8,524.6,339.8,58.5,74.1,5:43:55,31.5,1.06,0,0.68,0, 
23353900190106,N33,217,0,521.8,528.6,524.8,521.2,529,524.8,343.2,59.2,74.1,5:43:55,32.4,1.04,0.98,0.7,0.020761905,6:15:01
23353930190106,N33,195,0,521.8,528.6,525,521.6,529,524.6,343.8,57.9,75.4,5:43:55,32.4,1,0,0.66,0.020761905,6:15:01
23354130200106,N33,189,0,641.2,641.2,524.6,639.4,639.4,524.2,328.8,58.5,74.1,2305:12:02,31.6,0.96,0.92,0.64,0.020761905,6:04:07
23354170200106,N33,214,0,521.6,528.4,525,521,529.2,524.8,346,57.9,75.9,5:43:55,31.4,1.02,0.94,0.66,0.020761905,6:18:04
23354210200106,N33,185,0,522,528.2,525,521.6,529.2,524.6,350.6,59.9,76.4,5:43:55,31.4,1,0.96,0.68,0.020761905,6:23:08
23354220200106,N33,220,0,521.4,528.2,525,521.4,529,524.6,348.8,60.5,74.6,5:43:55,31.4,1.02,0.94,0.68,0.020761905,6:21:06
23354230200106,N33,187,0,521.8,528.6,525,521.6,529,524.6,351.6,57.9,72,5:43:55,31.4,0.98,0.92,0.66,0.020761905,6:24:04
23354240200106,N33,283,0,521.8,528.6,524.8,521.6,529.6,524.8,343.2,58.6,75.7,5:43:55,31.4,1,0,0.66,0.020761905,6:13:04
23354260200106,N33,1549,0,648,655.8,648.6,649,657,649.2,291.8,3.3,3.3,2305:12:02,31.3,1.02,0,0.66,0.020761905,5:29:03
23354270200106,N33,215,0,646.6,655,650,646.8,657,649.8,327,57.9,72.8,2305:12:02,32.4,1,0.96,0.68,0.020761905,6:03:06
23354350200106,N33,236,0,522.6,528,524.6,522.2,529,524.8,347.2,59.2,75.9,5:43:55,31.7,0.98,0.92,0.66,0,6:21:01
23354380200106,N33,209,0,522,528.8,525,521.6,529,524.8,346,59.2,75.1,5:43:55,31.4,1.04,0.98,0.66,0.020761905,6:19:05
23354530200106,N33,190,0,522,534.4,534.4,521.8,536.8,536.8,344.8,58,73.3,2305:12:02,31.4,1.06,0.92,0.66,0,6:16:02
23354530200106,N33,190,0,522,534.4,534.4,521.8,536.8,536.8,344.8,58,73.3,2305:12:02,31.4,1.06,0.92,0.66,0,6:16:02
23354530200106,N33,190,0,522,534.4,534.4,521.8,536.8,536.8,344.8,58,73.3,2305:12:02,31.4,1.06,0.92,0.66,0,6:16:02
23354530200106,N33,190,0,522,534.4,534.4,521.8,536.8,536.8,344.8,58,73.3,2305:12:02,31.4,1.06,0.92,0.66,0,6:16:02
23354530200106,N33,190,0,522,534.4,534.4,521.8,536.8,536.8,344.8,58,73.3,2305:12:02,31.4,1.06,0.92,0.66,0,6:16:02
23354610200106,N33,209,0,522,528.2,524.8,521.8,529,524.6,348.2,57.9,73.6,5:43:55,31.4,0.94,0.88,0.68,0.020761905, 
23354730200106,N33,293,0,647.8,654.8,650,649.2,655,650,342.2,59.2,74.3,2305:12:02,32.3,1.02,0.9,0.66,0.020761905,6:23:03
23354800200106,N33,285,0,647.6,656,650.6,647.8,655.8,650,344.2,65.1,75.4,2305:12:02,31.4,1,0.96,0.68,0.020761905,6:18:04
23354800200106,N33,285,0,647.6,656,650.6,647.8,655.8,650,344.2,65.1,75.4,2305:12:02,31.4,1,0.96,0.68,0.020761905,6:18:04
23354800200106,N33,285,0,647.6,656,650.6,647.8,655.8,650,344.2,65.1,75.4,2305:12:02,31.4,1,0.96,0.68,0.020761905,6:18:04
23354800200106,N33,285,0,647.6,656,650.6,647.8,655.8,650,344.2,65.1,75.4,2305:12:02,31.4,1,0.96,0.68,0.020761905,6:18:04
23354800200106,N33,285,0,647.6,656,650.6,647.8,655.8,650,344.2,65.1,75.4,2305:12:02,31.4,1,0.96,0.68,0.020761905,6:18:04
23354810200106,N33,1869,0,651,656.2,650.6,650.8,657,651,274,3.3,3.3,2305:12:02,32.3,0.96,0,0.64,0.020761905,5:06:04
23354830200106,N33,186,0,521.8,528,524.6,521.4,529,524.6,333.8,58.6,77.1,5:43:55,31.4,0.96,0,0.66,0,6:06:03
23354950200106,N33,246,0,522,566,566,521.6,569,569,337.6,58.6,74.3,2305:12:02,32.3,1.04,0.96,0.66,0.020761905,6:07:04
23354950200106,N33,246,0,522,566,566,521.6,569,569,337.6,58.6,74.3,2305:12:02,32.3,1.04,0.96,0.66,0.020761905,6:07:04
23354950200106,N33,246,0,522,566,566,521.6,569,569,337.6,58.6,74.3,2305:12:02,32.3,1.04,0.96,0.66,0.020761905,6:07:04
23354950200106,N33,246,0,522,566,566,521.6,569,569,337.6,58.6,74.3,2305:12:02,32.3,1.04,0.96,0.66,0.020761905,6:07:04
23354950200106,N33,246,0,522,566,566,521.6,569,569,337.6,58.6,74.3,2305:12:02,32.3,1.04,0.96,0.66,0.020761905,6:07:04
23355030200106,N33,215,0,522,528,524.8,521.8,529,524.6,343.8,59.2,75.9,5:43:55,31.8,1,0.96,0.66,0.020761905,6:15:01
23355070200106,N33,208,0,521.8,528,524.8,521.4,528.8,524.8,347.8,58.6,75.9,5:43:55,31.7,1.02,0.96,0.66,0.020761905,6:19:05
23355070200106,N33,208,0,521.8,528,524.8,521.4,528.8,524.8,347.8,58.6,75.9,5:43:55,31.7,1.02,0.96,0.66,0.020761905,6:19:05
23355070200106,N33,208,0,521.8,528,524.8,521.4,528.8,524.8,347.8,58.6,75.9,5:43:55,31.7,1.02,0.96,0.66,0.020761905,6:19:05
23355070200106,N33,208,0,521.8,528,524.8,521.4,528.8,524.8,347.8,58.6,75.9,5:43:55,31.7,1.02,0.96,0.66,0.020761905,6:19:05
23355070200106,N33,208,0,521.8,528,524.8,521.4,528.8,524.8,347.8,58.6,75.9,5:43:55,31.7,1.02,0.96,0.66,0.020761905,6:19:05
23355080200106,N33,211,0,521.8,528.2,524.6,521.2,529,524.8,348.8,59.2,76.4,5:43:55,32.3,1,0.94,0.66,0.020761905,6:19:05
23355150200106,N33,224,0,521.8,528.6,524.6,521.4,529,524.6,343.8,59.2,75.9,5:43:55,32.3,1,0.96,0.7,0,6:15:01
23355170200106,N33,223,0,521.8,528.6,524.4,521.2,529.2,524.2,345.6,60.5,75.9,5:43:55,32.7,1.06,0,0.7,0,6:17:03
23355190230106,N33,284,0,599.8,601.8,409.8,599.6,602.8,404.2,403,3.2,3.1,7:12:06,2.2,0,0.02,0.656842105,0.020761905,7:20:05
23355190230106,N33,284,0,599.8,601.8,409.8,599.6,602.8,404.2,403,3.2,3.1,7:12:06,2.2,0,0.02,0.656842105,0.020761905,7:20:05
23355190230106,N33,284,0,599.8,601.8,409.8,599.6,602.8,404.2,403,3.2,3.1,7:12:06,2.2,0,0.02,0.656842105,0.020761905,7:20:05
23355190230106,N33,284,0,599.8,601.8,409.8,599.6,602.8,404.2,403,3.2,3.1,7:12:06,2.2,0,0.02,0.656842105,0.020761905,7:20:05
23355190230106,N33,284,0,599.8,601.8,409.8,599.6,602.8,404.2,403,3.2,3.1,7:12:06,2.2,0,0.02,0.656842105,0.020761905,7:20:05
23355200230106,N33,725,0,599.8,602.2,578.6,600,603,571.2,401.2,59.2,3.2,7:01:06,32.7,0.94,0,0.64,0.020761905,6:31:02
23355250230106,N33,225,0,604.8,604.8,412,605.2,605.2,402.8,414.4,55.4,3.3, ,31.3,1.04,0.94,0.68,0.020761905,6:31:02
23355270230106,N33,3616,0,600.2,603.2,601,600,604.2,600.6,358.2,3.4,3.3,6:13:04,33.3,0.98,0.9,0.64,0.020761905,7:20:05
23355270230106,N33,3616,0,600.2,603.2,601,600,604.2,600.6,358.2,3.4,3.3,6:13:04,33.3,0.98,0.9,0.64,0.020761905,7:20:05
23355270230106,N33,3616,0,600.2,603.2,601,600,604.2,600.6,358.2,3.4,3.3,6:13:04,33.3,0.98,0.9,0.64,0.020761905,7:20:05
23355270230106,N33,3616,0,600.2,603.2,601,600,604.2,600.6,358.2,3.4,3.3,6:13:04,33.3,0.98,0.9,0.64,0.020761905,7:20:05
23355270230106,N33,3616,0,600.2,603.2,601,600,604.2,600.6,358.2,3.4,3.3,6:13:04,33.3,0.98,0.9,0.64,0.020761905,7:20:05
23355280230106,N33,269,0,599.8,615.4,615.4,599.6,614,614,396.4,58.4,70.7,6:29:08,33.1,1.02,0.96,0.68,0,6:31:02
23355310230106,N33,263,0,602.4,602.4,490.8,601,603.6,477.8,409.6,58.9,72,6:42:04,32.7,1,0.94,0.66,0.020761905,6:31:02
23355320230106,N33,280,0,601,602.2,481.2,599.8,603.8,469.2,408.4,57.9,69.4,6:39:02,32.2,1,0.96,0.68,0.020761905,6:31:02
23355320230106,N33,280,0,601,602.2,481.2,599.8,603.8,469.2,408.4,57.9,69.4,6:39:02,32.2,1,0.96,0.68,0.020761905,6:31:02
23355320230106,N33,280,0,601,602.2,481.2,599.8,603.8,469.2,408.4,57.9,69.4,6:39:02,32.2,1,0.96,0.68,0.020761905,6:31:02
23355320230106,N33,280,0,601,602.2,481.2,599.8,603.8,469.2,408.4,57.9,69.4,6:39:02,32.2,1,0.96,0.68,0.020761905,6:31:02
23355320230106,N33,280,0,601,602.2,481.2,599.8,603.8,469.2,408.4,57.9,69.4,6:39:02,32.2,1,0.96,0.68,0.020761905,6:31:02
23355360230106,N33,233,0,607.2,607.2,412.6,609.6,609.6,404.2,415,57.9,71.9,6:49:06,32.3,1,0,0.68,0.020761905,6:31:02
23355470230106,N33,1028,0,599.8,612.8,612.8,600,609.4,609.4,386.6,57.9,3.3,6:40:02,32.2,1.04,0,0.68,0.020761905,6:31:02
23355530230106,N33,213,0,619.6,619.6,414.4,628,628,404.8,422.6,58.5,71.2,6:54:04,32.3,1.02,0.94,0.64,0,6:31:02
23355620230106,N33,262,0,602.8,602.8,413.6,601.8,602.8,406.8,411.8,57.9,3.3,6:52:02,32.2,1,0.92,0.66,0.020761905,6:31:02
23355650230106,N33,230,0,614,614,413.6,619.4,619.4,404.8,418.8,55.3,69.9, ,31.4,0.96,0.92,0.62,0.020761905,6:31:02
23355660230106,N33,216,0,616.8,616.8,413.8,623.2,623.2,404.8,420.6,57.9,72.8,6:55:06,32.3,0.96,0.9,0.62,0.020761905,6:31:02
23355690230106,N33,232,0,612.4,612.4,414.2,616.8,616.8,405.4,419.4,59.9,3.3,6:51:08,31.4,1.02,0.96,0.66,0.020761905,6:31:02
23355770230106,N33,178,0,622,622,414.8,630,630,406.6,426.6,57.9,71.5,6:53:08,32.4,1.02,0.94,0.66,0.020761905,6:31:02
23355840230106,N33,220,0,617,617,415.8,623.6,623.6,406.8,422.6,55.9,70.7,6:54:04,32.2,0.96,0,0.62,0.020761905,6:31:02
23355900230106,N33,245,0,601,602,415.8,599.8,602.8,409.8,412.2,56.6,71.3,6:46:08,31.4,1,0.96,0.66,0,6:31:02
23355920230106,N33,232,0,611.6,611.6,415,615.8,615.8,406.6,419.4,57.9,70.7,6:52:08,32.3,1.04,0.92,0.66,0.020761905,6:31:02
23356010230106,N33,209,0,620.4,620.4,415.2,628,628,406.2,424.2,57.9,71.4,6:52:08,32,1,0.9,0.64,0.020761905,6:31:02
23356040230106,N33,1576,0,600,621.6,621.6,600.2,624.6,624.6,384.8,57.9,3.3,6:34:08,32.7,1.06,0.98,0.68,0.020761905,6:31:02
23356060230106,N33,191,0,614.2,614.2,414.4,619.2,619.2,406.8,420.6,58.5,72,6:51:02,32.3,1.02,0.92,0.66,0.020761905,6:31:02
23356110230106,N33,348,0,601.6,602.2,415.8,600,603.2,407.2,409.6,57.9,71.4, ,32.2,1.1,0,0.66,0.020761905,6:31:02
23356170230106,N33,1117,0,600,602.2,415.8,599.8,602.8,412.2,403,3.3,3.3,6:40:02,32.6,1.04,0,0.66,0.020761905,7:41:01
23356190230106,N33,224,0,615.4,615.4,415.2,621,621,406.8,419.8,57.9,72,6:53:02,32.2,1.06,0.94,0.66,0.020761905,6:31:02
23356200230106,N33,198,0,621.6,621.6,415,629.4,629.4,405.8,424.2,58.5,71.4,6:54:04,32.2,1.02,0,0.64,0,6:31:02
23356240230106,N33,210,0,623.8,623.8,415.6,632,632,405.8,426.6,57.9,72.1,6:55:06,32.6,1,0.94,0.66,0.020761905,6:31:02
23356450240106,N33,227,0,626,626,417,634.8,634.8,407.6,427,54,68.1, ,32.2,1.02,0.96,0.66,0.020761905,7:20:05
23356450240106,N33,227,0,626,626,417,634.8,634.8,407.6,427,54,68.1, ,32.2,1.02,0.96,0.66,0.020761905,7:20:05
23356450240106,N33,227,0,626,626,417,634.8,634.8,407.6,427,54,68.1, ,32.2,1.02,0.96,0.66,0.020761905,7:20:05
23356450240106,N33,227,0,626,626,417,634.8,634.8,407.6,427,54,68.1, ,32.2,1.02,0.96,0.66,0.020761905,7:20:05
23356450240106,N33,227,0,626,626,417,634.8,634.8,407.6,427,54,68.1, ,32.2,1.02,0.96,0.66,0.020761905,7:20:05
23356510240106,N33,185,0,626,626,414.8,630.8,633,405.2,429.8,57.9,69.6,6:57:08,31,1.04,0.94,0.66,0.020761905,6:31:02
23356540240106,N33,187,0,626,626,415.4,632.6,634,405.6,429.8,57.9,73.2,6:56:06,32.2,1.06,0.96,0.68,0.020761905,6:31:02
23356600240106,N33,232,0,616.6,616.6,416.8,623,623,407.2,422.6,57.9,69.4,6:49:06,32.2,1.02,0.94,0.68,0.020761905,6:31:02
23356600240106,N33,232,0,616.6,616.6,416.8,623,623,407.2,422.6,57.9,69.4,6:49:06,32.2,1.02,0.94,0.68,0.020761905,6:31:02
23356600240106,N33,232,0,616.6,616.6,416.8,623,623,407.2,422.6,57.9,69.4,6:49:06,32.2,1.02,0.94,0.68,0.020761905,6:31:02
23356600240106,N33,232,0,616.6,616.6,416.8,623,623,407.2,422.6,57.9,69.4,6:49:06,32.2,1.02,0.94,0.68,0.020761905,6:31:02
23356600240106,N33,232,0,616.6,616.6,416.8,623,623,407.2,422.6,57.9,69.4,6:49:06,32.2,1.02,0.94,0.68,0.020761905,6:31:02
23356660240106,N33,198,0,622,622,414.8,630.2,630.2,405.6,424.2,57.9,71.4,6:53:02,32.2,1,0,0.66,0.020761905,6:31:02
23356690240106,N33,216,0,620.8,620.8,415.2,628.6,628.6,405.8,423.2,59.2,71.4,6:52:08,31.4,1.02,0.94,0.66,0.020761905,6:31:02
23356740240106,N33,247,0,615,615,415.6,620.4,620.4,406.8,421.6,56.3,71.4,6:48:04,31.2,0.98,0.9,0.62,0,6:31:02
23356740240106,N33,247,0,615,615,415.6,620.4,620.4,406.8,421.6,56.3,71.4,6:48:04,31.2,0.98,0.9,0.62,0,6:31:02
23356740240106,N33,247,0,615,615,415.6,620.4,620.4,406.8,421.6,56.3,71.4,6:48:04,31.2,0.98,0.9,0.62,0,6:31:02
23356740240106,N33,247,0,615,615,415.6,620.4,620.4,406.8,421.6,56.3,71.4,6:48:04,31.2,0.98,0.9,0.62,0,6:31:02
23356740240106,N33,247,0,615,615,415.6,620.4,620.4,406.8,421.6,56.3,71.4,6:48:04,31.2,0.98,0.9,0.62,0,6:31:02
23356860240106,N33,174,0,623.6,625.6,415.2,625.4,633.6,404.8,432.6,57.2,70.2,7:00:06,32.3,0.96,0.9,0.68,0.020761905,6:31:02
23356870240106,N33,252,0,616,616,416.6,621.6,621.6,406.8,421.6,57.3,70.7,6:58:08,32.4,1.02,0.96,0.66,0.020761905,6:31:02
23356950240106,N33,181,2,624,624,415.8,632.6,632.6,406.8,427.6,57.9,70.7,6:50:06,32.7,1.02,0.94,0.66,0.020761905,6:31:02
23357020240106,N33,166,2,619,626,415.4,619,634.2,405.6,434.2,57.9,71.5,6:53:08,31.5,0.98,0.9,0.66,0,6:31:02
23357040240106,N33,170,2,617,626.2,416,616.2,634.6,405.8,434.8,56.6,72.8,6:56:06,31.5,0.96,0.9,0.66,0,6:31:02
23357140240106,N33,186,0,625,625,416.6,633,633.4,406.8,429.2,56.6,69.4,7:01:06,31.4,1.02,0.94,0.68,0.020761905,6:31:02
23357230240106,N33,184,0,614.2,614.2,415.2,618.2,618.2,408.6,421,57.9,71.5,6:54:04,32.3,1,0.94,0.64,0.020761905,6:31:02
23357330240106,N33,207,0,623,623,416.8,631,631,407.2,426.6,56.6,69.4, ,32.4,1,0.92,0.66,0.020761905,6:31:02
23357430250106,N33,174,0,623,626.8,415.6,625.2,634.6,405.8,433.6,57.2,71, ,31.4,1.02,0.94,0.66,0,6:31:02
23357470250106,N33,225,0,619.6,619.6,417,627,627,407.4,423.8,57.9,71.5, ,32.3,1.02,0.94,0.66,0.020761905,6:31:02
23357550250106,N33,171,0,625.6,625.8,414.8,631,634,405.2,430.2,57.9,69.4, ,31.2,0.98,0.92,0.64,0.020761905,6:31:02
23357640250106,N33,167,0,613.4,628,415.8,611,636.2,406,436.8,56.6,69.4,6:55:06,31,1.02,0.94,0.66,0.020761905,6:31:02
23357640250106,N33,167,0,613.4,628,415.8,611,636.2,406,436.8,56.6,69.4,6:55:06,31,1.02,0.94,0.66,0.020761905,6:31:02
23357640250106,N33,167,0,613.4,628,415.8,611,636.2,406,436.8,56.6,69.4,6:55:06,31,1.02,0.94,0.66,0.020761905,6:31:02
23357640250106,N33,167,0,613.4,628,415.8,611,636.2,406,436.8,56.6,69.4,6:55:06,31,1.02,0.94,0.66,0.020761905,6:31:02
23357640250106,N33,167,0,613.4,628,415.8,611,636.2,406,436.8,56.6,69.4,6:55:06,31,1.02,0.94,0.66,0.020761905,6:31:02
23357670250106,N33,202,0,621,621,416.2,628.4,628.4,408.8,424.8,57.9,70.7, ,31.4,1.04,0,0.68,0.020761905,6:31:02
23357720250106,N33,197,0,625.6,625.6,417.8,632.6,632.8,408.8,430.2,57.9,70.2,7:00:06,31.4,1.02,0.94,0.68,0,6:31:02
23357740250106,N33,172,0,624,624.6,416.8,627.8,632.6,407.8,431.4,57.5,72,7:00:06,32.4,1.02,0.94,0.66,0.020761905,6:31:02
23357760250106,N33,202,0,626.8,626.8,417.6,633.2,634,408.6,430.8,57.9,70.7,6:58:08,31.4,1.06,0.96,0.7,0.020761905,6:31:02
23357940250106,N33,252,0,600,619,619,599.8,620.2,620.2,395.2,57.9,3.4,6:39:02,32.4,1.02,0,0.66,0.020761905,6:31:02
23358040250106,N33,185,0,625,625,414,633.2,633.6,405.6,429.8,57.9,70.2,6:58:02,31.4,0.96,0.9,0.64,0.020761905,6:31:02
23358050250106,N33,189,0,626.2,626.2,414,632,633.8,405.2,430.2,57.5,70.8,6:58:02,32.5,1.04,0.94,0.66,0.020761905,6:31:02
23358080250106,N33,20461,0,600,619,604.2,600,620,604,370.8,3.2,3.2, ,2.3,1.08,0,0.656842105,0.020761905,7:20:05
23358080250106,N33,20461,0,600,619,604.2,600,620,604,370.8,3.2,3.2, ,2.3,1.08,0,0.656842105,0.020761905,7:20:05
23358080250106,N33,20461,0,600,619,604.2,600,620,604,370.8,3.2,3.2, ,2.3,1.08,0,0.656842105,0.020761905,7:20:05
23358080250106,N33,20461,0,600,619,604.2,600,620,604,370.8,3.2,3.2, ,2.3,1.08,0,0.656842105,0.020761905,7:20:05
